,permit_number,s_name,s_address,city,z_code,p_fee,c_number,contractor,permit_specifications,square_feet,is_the_building_occupied,i_date,e_date,achd_inspector,job_complete,is_permit_date_extended,permit_o_e_date,project_type,latitude,longitude,neighborhood
3876,PAA190418,DUQUESNE UNIVERSITY SCHOOL OF MUSIC ROOM 206,600 FORBES AVE,PITTSBURGH,15219.0,850,013909,912,REMOVE VAT & MASTIC,1875,t,2019-07-02,2019-09-30,2,t,f,2019-09-30,RENOVATION,40.437826212702,-79.9936526271794,Bluff
3877,DEM190186,VACANT RESIDENCE - 422-424 44TH STREET,,PITTSBURGH,15224.0,0,0,940,REMOVE FRONT DOOR CAULKING AND BASEMENT DUCT TAPE SEAM,147,f,2019-06-11,2019-06-30,3,f,f,2019-06-30,DEMOLITION,40.4612562027025,-79.9602761883961,Lower Lawrenceville
3905,PAA190435,COMMONWEALTH BUILDING - 316 FOURTH AVENUE,,PITTSBURGH,15219.0,1850,1530,901,"REMOVE CEILING PLASTER, FLOOR TILE & MASTIC, PIPE INSULATION AND WALL PLASTER FROM FLOORS 14 & 15",48276,f,2019-07-02,2019-08-16,2,t,f,2019-12-25,RENOVATION,40.4430363968235,-80.0248548904607,South Shore
3906,PAA190415,PRESBYTERIAN HOSPITAL - DESOTO & O'HARA STREETS,,PITTSBURGH,15232.0,650,1006 & 1010,940,REMOVE PIPE INSULATION & FITTINGS ON 3RD FLOOR HVI AREA,790,t,2019-07-03,2019-12-28,2,t,f,2019-12-28,RENOVATION,40.4551264334198,-79.9424815327283,Shadyside
3907,PAA190416,CARNEGIE LIBRARY - MOUNT WASHINGTON BRANCH,315  GRANDVIEW AVE,PITTSBURGH,15211.0,850,7530,921,FLOOR TILE/MASTIC IN BASEMENT MEETING ROOM; THERMAL SYSTEM INSULATION PIPING AND PIPE FITTINGS THROUGHOUT BASEMENT,1115,t,2019-07-03,2020-07-02,2,t,f,2020-07-02,RENOVATION,40.4335180733132,-80.010481215734,Mount Washington
3908,PAA190422,PITTSBURGH CONROY SCHOOL,1398 PAGE ST,PITTSBURGH,15233.0,850,7518,921,REMOVE FLOOR TILE/MASTIC& PLYWOOD SUBFLOOR FROM ROOM 308C,1100,t,2019-07-03,2019-12-30,2,t,f,2019-12-30,RENOVATION,40.451702459729,-80.0247302174405,Manchester
3911,PAA190443,VACANT RESIDENCE,1510  GARFIELD AVE,PITTSBURGH,15212.0,850,78318,931,,0,f,2019-07-01,2020-06-30,8,t,f,2020-06-30,RENOVATION,40.4578073363393,-80.0121559126615,Central Northside
3912,PAA190421,PITTSBURGH LANGLEY SCHOOL,2940 SHERADEN BLVD,PITTSBURGH,15204.0,1250,7521,921,"REMOVE FLOOR TILE/MASTIC & PLYWOOD SUBFLOOR FROM ROOMS 105, 105A, 105B, 107, 107A, 109, 109A - D, 140A (RESTROOM), 203 & 224",3600,t,2019-07-03,2019-12-30,2,t,f,2019-12-30,RENOVATION,40.4545398606462,-80.0546727557361,Sheraden
3913,PAA190420,FIFTH NEVILLE APARTMENTS - 4705 FIFTH AVENUE,,PITTSBURGH,15213.0,1850,5433,908,"REMOVE FLOOR TILE, SHEET FLOORING AND MASTIC FROM ALL FLOORS AND PIPE INSULATION IN THE BASEMENT",39972,f,2019-07-05,2019-08-31,2,t,f,2019-08-31,RENOVATION,40.438222758373,-79.9722482342226,West Oakland
3914,PAA190425,"MCCONWAY & TORLEY, LLC",109 48TH ST,PITTSBURGH,15201.0,1250,1326,941,REMOVE EXTERIOR ROOFING MATERIAL FROM MAP AREA 49/50/51/52 AND MAIN ROOF EXTERIOR TRANSITE,4200,t,2019-07-05,2019-12-30,2,f,t,2019-10-01,DEMOLITION,40.4789728715286,-79.9607942317182,Central Lawrenceville
3917,PAA194460,VACANT RESIDENCE,437  MOSGROVE ST,PITTSBURGH,15210.0,350,9033,926,ALL MATERIAL BEING TREATED AS ACM,1500,f,2019-07-01,2019-07-15,2,t,f,2019-07-15,DEMOLITION,40.3976973915169,-79.9962625587706,Carrick
3918,PAA190454,VACANT OFFICE,209  9TH ST,PITTSBURGH,15222.0,200,1538,901,REMOVE PLASTER FROM WALLS & CEILINGS ON ALL FLOORS,62750,f,2019-07-05,2019-12-31,2,t,f,2019-12-31,RENOVATION,40.4434892571484,-79.9980314499859,Central Business District
3921,PAA190437,WEST PENN HOSPITAL EAST TOWER,4800 FRIENDSHIP AVE,PITTSBURGH,15224.0,850,47648,903,REMOVE FLOOR TILE AND MASTIC FROM E3 CT SCANNER AREA AN DE3 ANGIO CONTROL ROOM AND CT CONTROL ROOM,1537,t,2019-07-08,2019-07-31,2,t,f,2019-07-31,RENOVATION,40.4621317678598,-79.9462630434165,Bloomfield
3922,PAA190434,CARMALT PRE K-8 SCHOOL,1550 BREINING ST,PITTSBURGH,15226.0,200,7536,921,REMOVE FLOOR TILE/MASTIC AND PLYWOOD SUBFLOOR FROM ROOMS 253 & 254,256,t,2019-07-09,2019-12-30,2,t,f,2019-12-30,RENOVATION,40.3877921195565,-80.0068241907116,Overbrook
3924,PAA190449,ALLEGHENY BUILDING,429 FORBES AVE,PITTSBURGH,15219.0,200,1329,941,REMOVE TAR INSULATION FROM ELEVATOR CAB INSULATOR SUB BASEMENT TO 1ST FLOOR & PIPE FITTINGS ON 1ST FLOOR PIPE NEXT TO CAB,241,f,2019-07-08,2019-08-23,2,f,f,2019-08-23,RENOVATION,40.4391513340778,-79.9978520148461,Central Business District
3925,PAA190470,RIVERVIEW TOWERS,52  GARETTA ST,PITTSBURGH,15217.0,200,17846,931,REMOVE METAL PANEL CAULKING UNER ALL EXTERIOR WINDOWS,400,f,2019-07-08,2020-05-30,2,t,f,2020-05-30,RENOVATION,40.4136729732467,-79.921665334112,Squirrel Hill South
3927,PAA190451,CMU HUNT LIBRARY,5000 FORBES AVE,PITTSBURGH,15213.0,450,1537,901,REMOVE FLOOR TILE AND MASTIC FROM ROOM 406,400,t,2019-07-10,2019-09-27,2,t,f,2019-09-27,RENOVATION,40.4442129846549,-79.94339909741,Squirrel Hill North
3929,PAA190458,WEST PENN HOSPITAL - PHARMACY - 1 WEST,4800 FRIENDSHIP AVE,PITTSBURGH,15224.0,450,4522,905,REMOVE MASTIC FROM OFFICES 1125 AND 1126,750,t,2019-07-10,2019-12-31,2,t,f,2019-12-31,RENOVATION,40.4621317678598,-79.9462630434165,Bloomfield
3930,PAA190459,WEST PENN HOSPITAL - SCHOOL OF NURSING,4800 FRIENDSHIP AVE,PITTSBURGH,15224.0,850,4253,905,REMOVE VAT/MASTIC FROM BASEMENT,1700,t,2019-07-10,2019-12-31,2,t,f,2019-12-31,RENOVATION,40.4621317678598,-79.9462630434165,Bloomfield
3931,PAA190475,CMU PORTER HALL,5000 FORBES AVE,PITTSBURGH,15213.0,450,1539,901,`REMOVE PIPE INSULATIONA ND FLOOR TILE & MASTIC FROM SUITES 132H - L,650,t,2019-07-17,2019-09-20,2,t,f,2019-09-20,RENOVATION,40.4442129846549,-79.94339909741,Squirrel Hill North
3934,PAA190490,SARAH HEINZ HOUSE,1  HEINZ ST,PITTSBURGH,15212.0,450,27069,924,REMOVE PALSTER THROUGHOUT BUILDING (SEE MAP),600,t,2019-07-12,2019-09-27,2,t,f,2019-09-27,RENOVATION,40.4549556831006,-79.9927984650776,East Allegheny
3935,PAA190433,NORTH ELEVATION RESTORATION & BUSINESS CENTER,7800  SUSQUEHANNA ST,PITTSBURGH,15208.0,450,5436,908,REMOVE NORTH FACE WINDOW CAULKING & NORTH FACE SPANDRES BEAMS PAINT ON CEMENT,470,t,2019-07-10,2019-08-31,2,t,f,2019-08-31,RENOVATION,40.4493486243,-79.8891618801259,Homewood South
3936,PAA194461,VACANT RESIDENCE,7219  FRANKSTOWN AVE,PITTSBURGH,15208.0,350,8788,920,DEMOLISH STRUCTURE AND GRADE LOT - ALL MATERIAL BEING TREATED AS ACM,550,f,2019-07-10,2019-07-20,2,t,f,2019-07-20,DEMOLITION,40.4575431091665,-79.8952699274816,Homewood North
3937,PAA194462,VACANT RESIDENCE,7219  FRANKSTOWN AVE,PITTSBURGH,15208.0,350,8788,920,DEMOLISH STRUCTURE AND GRADE LOT - ALL MATERIAL BEING TREATED AS ACM,550,f,2019-07-10,2019-07-20,2,t,f,2019-07-20,DEMOLITION,40.4575431091665,-79.8952699274816,Homewood North
3938,PAA194463,VACANT RESIDENCE,932  LILLIAN ST,PITTSBURGH,15210.0,350,8788,920,DEMOLISH STRUCTURE AND GRADE LOT - ALL MATERIAL BEING TREATED AS ACM,700,f,2019-07-10,2019-07-20,2,t,f,2019-07-20,DEMOLITION,40.4187173234706,-79.9894355732761,Allentown
3939,PAA194464,VACANT RESIDENCE,1520  ARLINGTON AVE,PITTSBURGH,15210.0,350,8788,920,DEMOLISH STRUCTURE AND GRADE LOT - ALL MATERIAL BEING TREATED AS ACM,700,f,2019-07-10,2019-07-20,2,t,f,2019-07-20,DEMOLITION,40.418737994117,-79.9888650151684,Allentown
3940,PAA194465,VACANT RESIDENCE,7221  FRANKSTOWN AVE,PITTSBURGH,15208.0,350,8788,920,DEMOLISH STRUCTURE AND GRADE LOT - ALL MATERIAL BEING TREATED AS ACM,550,f,2019-07-10,2019-07-20,2,t,f,2019-07-20,DEMOLITION,40.4575179970858,-79.8951580576689,Homewood North
3941,PAA194466,VACANT RESIDENCE,7218  IDLEWILD ST,PITTSBURGH,15208.0,350,8788,920,REMOVE EXTERIOR WINDOW CAULKING AND ENTRYWAY FLOOR TILE,800,f,2019-07-10,2019-07-14,2,t,f,2019-07-14,DEMOLITION,40.4578085409749,-79.8951708938959,Homewood North
3942,PAA194467,VACANT RESIDENCE - 6820 FRANKSTOWN AVENUE,,PITTSBURGH,15208.0,350,8788,920,"REMOVE EXTERIOR WINDOW CAULKING, MAIN ROOF ROOFING MATERIAL AND BASEMENT STAIRS FLOOR TILE",2068,f,2019-07-10,2019-07-14,2,t,f,2019-07-14,DEMOLITION,40.4455161677545,-79.9162488977151,Point Breeze
3945,PAA190450,MERCY HOSPITAL - 1ST FLOOR RADIOGRAPHY,1400 LOCUST ST,PITTSBURGH,15219.0,450,1328,940,"REMOVE FLOOR COVERING, EPOXY, & FLOOR MASTIC (PHASE 2)",1600,t,2019-07-11,2019-07-30,2,t,f,2019-07-30,RENOVATION,40.4360439740714,-79.9854587006851,Bluff
3946,PAA190452,GERBER BUILDING,724 S NEGLEY AVE,PITTSBURGH,15232.0,1550,19485,902,REMOVE MAIN ROOFING,5569,t,2019-07-11,2019-11-01,2,t,f,2019-11-01,RENOVATION,40.4524951869472,-79.9314915880418,Shadyside
3947,PAA194456,VACANT RESIDENCE,142 S 25TH ST,PITTSBURGH,15203.0,850,19488,902,ENTIRE BUILDING CONTAINS ASBESTOS,1600,f,2019-07-12,2019-10-04,2,t,t,2019-08-30,DEMOLITION,40.4256131826232,-79.9710805093969,South Side Flats
3948,PAA194457,VACANT WAREHOUSE/OFFICE BUILDING,148 S 25TH ST,PITTSBURGH,15203.0,850,19487,902,REMOVE FLOOR TILE IN OFFICES AND ROOF FLASHING,1736,f,2019-07-12,2019-08-30,1,t,f,2019-08-30,,40.4254639962461,-79.9711564402806,South Side Flats
3951,PAA194358,VACANT RESIDENCE,512  LARIMER AVE,PITTSBURGH,15206.0,1850,7509,921,BUILDING IS UNSAFE ALL MATERIALS BEING TREATED AS ACM,10000,f,2019-07-08,2020-06-11,2,t,f,2020-06-11,DEMOLITION,40.4654124768966,-79.9141574813201,Larimer
3953,PAA190469,UOP THACKERAY HALL - 166 THACKERAY AVENUE,,PITTSBURGH,15213.0,850,1008,940,"REMOVE FLOOR TILE AND MASTIC FROM 1ST FLOOR ROOM 145 AND 3RD FLOOR ROOM S 30, 301 & 302",1952,t,2019-07-15,2019-09-30,2,t,f,2019-09-30,RENOVATION,40.438222758373,-79.9722482342226,West Oakland
3957,PAA190455,ALLEGHENY COUNTY COURTHOUSE SHERIFF'S OFFICE ROOMS,436 GRANT ST,PITTSBURGH,15219.0,850,4719,911,"REMOVE VAT FROM ROOMS 112B, 112J, 112K, 112L, AND ROOM 112M",1202,f,2019-07-17,2019-08-31,2,t,f,2019-08-31,RENOVATION,40.4388086954057,-79.99643759494,Central Business District
3958,PAA190481,SETON LASALLE HIGH SCHOOL - 1000 MCNEILLY ROAD,,PITTSBURGH,15226.0,450,19533 & 19555,902,"REMOVE FLOOR TILE IN CAFETERIA OFFICE AND BOILER, BREECHING & PIPE INSULATION IN BOILER ROOM",587,t,2019-07-23,2019-09-06,2,t,f,2019-09-06,RENOVATION,40.3952400283151,-80.0297059690763,Brookline
3959,PAA194473,FOR SAINT BASIL SCHOOL - 1803 CONCORDIA STREET,,PITTSBURGH,15210.0,1850,8789,920,"REMOVE FLOOR TILE & MASTIC IN CLASSROOMS, SKIM COAT PATCH ON ROOM 35 WALL, PIPE INSULATION THROUGHOUT BUILDING, EXTERIOR BASEMENT WINDOW GLAZING/CAULKING, MAIN ROOFING MATERIAL, CEILING TILE MASTIC IN MULTI-PURPOSE ROOM AND BOILER ROOM INSULATION",48474,t,2019-07-18,2019-08-25,2,t,f,2019-08-25,DEMOLITION,40.4165098705609,-80.0115480369298,Mount Washington
3960,PAA194522,VACANT RESIDENCE,141  MAXWELL WAY,PITTSBURGH,15206.0,350,7301,951,ALL TO BE ASSUMED ASBESTOS AND HAULED AWAY AS ASBESTOS,1500,f,2019-07-15,2019-07-29,2,t,f,2019-07-29,DEMOLITION,40.4650567308596,-79.9119678797892,Larimer
3961,PAA194479,VACANT RESIDENCE,126  MANSION ST,PITTSBURGH,15207.0,350,9039,926,ALL MATERIAL IS TO BE TREATED AS ACM,1500,f,2019-07-12,2019-07-31,2,t,f,2019-07-31,DEMOLITION,40.4037430962332,-79.9411655553409,Hazelwood
3965,PAA190480,UNIT 203,767  COLLEGE AVE,PITTSBURGH,15232.0,450,19536,902,REMOVE FLOOR TILE THROUGHOUT BUILDING,990,t,2019-07-24,2019-10-04,2,t,f,2019-10-04,RENOVATION,40.453817122991,-79.9267680486265,Shadyside
3969,PAA190525,SCAIFE HALL,3550 TERRACE ST,PITTSBURGH,15261.0,400,5451,908,REMOVE FROM SECOND FLOOR LIBRARY TAR ON PIPE INSULATION AND PIPE INSULATION,293,t,2019-07-22,2019-08-31,2,t,f,2019-08-31,Renovation,40.4425805203367,-79.9617920984077,West Oakland
3971,PAA190494,UPMC ST. MARGARET HOSPITAL - 100 DELAFIELD AVENUE,,PITTSBURGH,15215.0,450,1333,940,REMOVE CC FLOOR TILE AND FLOOR MASTIC FROM SUITE 202,910,t,2019-07-29,2019-08-30,2,t,f,2019-08-30,RENOVATION,40.4891554133002,-79.8955063225735,Lincoln-Lemington-Belmar
3978,PAA190540,UPMC KAUFMAN BUILDING - 3471 FIFTH AVENUE,,PITTSBURGH,15232.0,850,1009,940,"REMOVE FLOOR TILE, MASTIC AND FIRE DAMPERS FORM 2ND FLOOR SUITE 202",3412,t,2019-08-05,2019-12-30,2,t,f,2019-12-30,RENOVATION,40.4551264334198,-79.9424815327283,Shadyside
3980,PAA194516,VACANT COMMERCIAL PROPERTY,728 E LACOCK ST,PITTSBURGH,15212.0,350,8803,920,REMOVE MAIN ROOF PERIMETER FLASHING,600,f,2019-07-16,2019-07-21,2,f,f,2019-07-21,DEMOLITION,40.450778966769,-79.9960487325091,North Shore
3983,PAA190517,WEST PENN HOSPITAL - EAST TOWER,4800 FRIENDSHIP AVE,PITTSBURGH,15224.0,450,47667,903,REMOVE E3 FLOUROSCOPY FLOOR TILE AND MASTIC,540,t,2019-08-01,2019-08-30,2,t,f,2019-08-30,RENOVATION,40.4621317678598,-79.9462630434165,Bloomfield
3987,PAA190520,ROCHELLE SCHOOL,201 ROCHELLE ST,PITTSBURGH,15210.0,450,6761,953,REMOVE 2ND FLOOR CLASSROOM FLOOR TILE,900,f,2019-08-02,2019-11-02,2,t,f,2019-11-02,RENOVATION,40.4152704613575,-79.9911312055762,Knoxville
3988,PAA190521,HARDIN ACCUPUNCTURE,1804  CHISLETT ST,PITTSBURGH,15206.0,450,6762,953,REMOVE 1ST FLOOR OFFICE FLOOR TILE,368,f,2019-08-05,2019-10-08,2,t,f,2019-10-08,RENOVATION,40.4854709961788,-79.9254935980881,Morningside
3990,PAA190545,UPMC MERCY HOSPITAL - 1400 LOCUST STREET,,PITTSBURGH,15222.0,1250,5452,908,REMOVE 5KV BUILDING BUILT-UP ASPHALT ROOFING,2500,t,2019-08-07,2019-09-30,2,t,f,2019-09-30,RENOVATION,40.4411838658094,-80.0098168150497,Central Business District
3992,PAA190556,RESIDENTIAL RENOVATION,902  CALIFORNIA AVE,PITTSBURGH,15212.0,850,78637,931,ASSUMED,2430,f,2019-07-31,2019-08-15,8,t,f,2019-08-15,RENOVATION,40.4593917656649,-80.0192697591889,California-Kirkbride
3993,PAA190557,COMMERCIAL RESIDENCE - APARTMENT BUILDING,6533  MEADOW ST,PITTSBURGH,15206.0,1850,199,931,REMOVE ASBESTOS DEBRIS IN DUMPSTERS AND GROUND,10000,f,2019-08-02,2019-08-05,8,f,f,2019-08-05,RENOVATION,40.4615034772292,-79.9099943378723,Larimer
3994,PAA190544,PARKLANE APARTMENTS,5700  BUNKERHILL ST,PITTSBURGH,15206.0,1850,356,916,REMOVE BROWN MASTIC UNDER WALL TILE IN RESTROOMS,28037,t,2019-08-05,2020-08-04,2,f,f,2020-08-04,RENOVATION,40.4792836714371,-79.9194305636669,Highland Park
3999,PAA190562,AGH SNYDER PAVILION,320 E NORTH AVE,PITTSBURGH,15212.0,450,406507,929,REMOVE TAN GLUE & FLOOR TILE FROMAGH - 2ND FLOOR FOOD SERVICE A-LA-CART COOLER,400,t,2019-08-12,2019-12-31,2,t,f,2019-12-31,RENOVATION,40.457069446526,-80.0036975361617,Central Northside
4000,PAA194554,VACANT RESIDENCE,2235  WILSON AVE,PITTSBURGH,15214.0,350,4553,926,ALL MATERIAL IS TO BE TREATED AS ACM,1500,f,2019-07-30,2109-08-06,2,t,f,2109-08-06,DEMOLITION,40.4657377673585,-80.0131924083778,Perry South
4001,PAA194553,VACANT RESIDENCE,2233  WILSON AVE,PITTSBURGH,15214.0,350,4553,926,ALL MATERIAL IS TO BE TREATED AS ACM,1500,f,2019-07-31,2019-08-08,2,f,f,2019-08-08,DEMOLITION,40.46569001393,-80.0131491010212,Perry South
4002,PAA194574,VACANT RESIDENCE,3567  ELMHURST AVE,PITTSBURGH,15212.0,350,4568,926,ALL MATERIAL TO BE TREATED AS ACM,1500,f,2019-08-08,2019-08-13,2,t,f,2019-08-13,DEMOLITION,40.4810511809183,-80.0444210061878,Brighton Heights
4005,PAA190560,RESIDENCE,1915  ST IVES ST,PITTSBURGH,15212.0,200,78905,931,ABATEMENT NECESSARY DUE TO RENOVATION,1645,f,2019-08-01,2019-12-31,8,f,f,2019-12-31,RENOVATION,40.459785723464,-80.0231169756141,California-Kirkbride
4006,PAA190539,RESIDNETIAL,1915  ST IVES ST,PITTSBURGH,15212.0,450,78636,931,ACM REMOVED,1645,f,2019-07-24,2019-08-31,8,t,f,2019-08-31,RENOVATION,40.459785723464,-80.0231169756141,California-Kirkbride
4007,PAA190442,RESIDENCE,1515  BRIGHTON PL,PITTSBURGH,15212.0,450,78319,931,REMOVE EXTERIOR ROOFING MATERIAL,399,f,2019-07-10,2019-08-31,8,t,f,2019-08-31,RENOVATION,40.4570672895635,-80.0170837800116,California-Kirkbride
4009,PAA194551,SAINT BASIL'S RECTORY,1735  BROWNSVILLE RD,PITTSBURGH,15210.0,850,2895,955,"REMOVE BASEMENT 9X9 TILE & MASITC AND PIPE INSULATION, WINDOW CAULK, 3RD FLOOR PAPER ON ELECTRIC PANEL & 1ST FLOOR OFFICE 9X9 TILE & MASTIC",1301,f,2019-08-05,2019-08-31,2,t,f,2019-08-31,DEMOLITION,40.3976437213621,-79.9877193142128,Carrick
4014,PAA190566,CONTEMPORARY CRAFT - 5645 BUTLER STREET,,PITTSBURGH,15201.0,200,19614,902,REMOVE ROOF TAR FROM FRONT HIGH PARAPET WALL,200,t,2019-08-19,2019-11-01,2,t,f,2019-11-01,RENOVATION,40.4597060895784,-79.9756029496038,Strip District
4015,PAA190567,PITTSBURGH PUBLIC SCHOOLS ADMINISTRATIVE BUILDING,341 S BELLEFIELD AVE,PITTSBURGH,15213.0,200,7873,921,REMOVE VAT/MASTIC FROM ROOM 101,300,t,2019-08-20,2019-12-30,2,t,f,2019-12-30,RENOVATION,40.4446860885841,-79.9506643420826,North Oakland
4016,PAA190486,RESIDENTIAL,938  KIRKBRIDE ST,PITTSBURGH,15212.0,450,78424,931,REMOVE FLOOR TILE & MASTIC FROM 1ST & 2ND FLOOR HALLS,1000,f,2019-07-26,2020-07-26,2,f,f,2020-07-26,RENOVATION,40.4598852074925,-80.0207403288274,California-Kirkbride
4017,PAA190570,ELLSWORTH TOWERS - 5700 ELLSWORTH AVENUE,,PITTSBURGH,15232.0,450,5458,908,REMOVE FLOOR TILE FROM APARTMENT E2,465,t,2019-08-20,2019-09-30,2,t,f,2019-09-30,RENOVATION,40.4551264334198,-79.9424815327283,Shadyside
4019,PAA190573,SAINT MARGARET'S HOSPITAL,815 FREEPORT RD,PITTSBURGH,15215.0,850,1011,940,REMOVE SHEET FLOORING AND FLOOR MASTIC FROM 1ST FLOOR PHARMACY,1800,t,2019-08-22,2020-08-20,2,t,f,2019-12-30,RENOVATION,40.4891554087612,-79.8955063177289,Lincoln-Lemington-Belmar
4028,PAA194593,422 FORELAND LLC,422  FORELAND ST,PITTSBURGH,15212.0,850,6809,938,"REMOVE PIPE COVERING & CEILING MATERIAL IN CELLAR, FLOOR TILE IN 1ST & 2ND FLOOR STEPS, 3RD FLOOR WINDOW GLAZING AND 1ST FLOOR SAFE",1270,f,2019-08-24,2019-09-10,2,t,f,2019-09-10,DEMOLITION,40.4544377429528,-80.0011073943147,East Allegheny
4029,PAA190576,THREE RIVERS GRACE CHURCH - 1028 CHARTIERS AVENUE,,PITTSBURGH,15220.0,1250,2490,923,"REMOVE TILE & MASTIC IN KITCHEN, CLASSROOMS, & BASMENT, PIPE INSULATION & FITTINGS IN BASEMENT & BOILER INSULATION IN BOILER ROOM",3078,t,2019-08-28,2019-09-13,2,t,f,2019-09-13,RENOVATION,40.4425718077447,-80.0522248187462,Crafton Heights
4030,PAA190592,CBRE FAC 525,525  WILLIAM PENN PL,PITTSBURGH,15219.0,200,1013,940,REMOVE PIPE INSULATION FROM 4 COLUMNS ON THE 35TH FLOOR AND 33RD FLOOR,251,t,2019-08-28,2019-11-30,2,f,f,2019-11-30,RENOVATION,40.4402016195189,-79.9977400244851,Central Business District
4031,PAA190595,MAGEE WOMEN'S HOSPITAL,300 HALKET ST,PITTSBURGH,15213.0,450,1014,940,"REMOVE CC CARPET, FLOOR TILE & MASTIC ON 1700 WING IN ROOMS 1727, 1731 & 1733",735,t,2019-08-28,2019-09-30,2,t,f,2019-09-30,RENOVATION,40.4370860222289,-79.9615430224765,South Oakland
4032,PAA190444,RESIDENTIAL PROJECT,1613  BRIGHTON PL,PITTSBURGH,15212.0,450,78320,931,ASSUMED,2836,f,2019-07-01,2019-08-31,8,t,f,2019-08-31,RENOVATION,40.4581470906423,-80.0174242549129,California-Kirkbride
4033,PAA190445,903 KIRKBRIDE STREET,,PITTSBURGH,15212.0,450,78314,931,ASSUMED,1301,f,2019-07-18,2019-07-19,8,f,f,2019-07-19,RENOVATION,40.4836020796647,-80.048861018958,Brighton Heights
4034,PAA190446,RESIDENTIAL PROJECT,1119  MORRISON ST,PITTSBURGH,15212.0,450,78315,931,ASSUMED,1300,f,2019-07-15,2019-08-31,8,t,f,2019-08-31,RENOVATION,40.4598446486452,-80.0236045312151,California-Kirkbride
4035,PAA190447,RESIDENTIAL PROJECT,1025  MORRISON ST,PITTSBURGH,15212.0,450,78317,931,ASSUMED,1152,f,2019-07-01,2019-08-03,8,t,f,2019-08-03,RENOVATION,40.4600746406467,-80.0225838759497,California-Kirkbride
4036,PAA190448,RESIDENTIAL PROJECT,1715  BUENA VISTA ST,PITTSBURGH,15212.0,450,78316,931,ASSUMED,1756,f,2019-07-01,2019-08-31,8,f,f,2019-08-31,RENOVATION,40.4589592462691,-80.0153803168232,Central Northside
4037,PAA190482,RESIDENTIAL PROJECT,1010  LAMONT ST,PITTSBURGH,15212.0,450,78428,931,ASSUMED,792,f,2019-07-12,2019-07-13,8,f,f,2019-07-13,RENOVATION,40.4600083882796,-80.0220848315798,California-Kirkbride
4038,PAA190483,633 CHAUTAUQUA STREET,,PITTSBURGH,15212.0,850,78432,931,ASSUMED,1683,f,2019-07-15,2019-08-31,8,t,f,2019-08-31,RENOVATION,40.4836020796647,-80.048861018958,Brighton Heights
4039,PAA190484,& 1504 ARCH STREET,1502  ARCH ST,PITTSBURGH,15212.0,850,78431,931,ASSUMED,2196,f,2019-07-12,2019-08-12,8,t,f,2019-08-12,RENOVATION,40.4580568502886,-80.0094088725783,Central Northside
4040,PAA190485,862 BRIGHTRIDGE & 2100 BRIGHTON ROAD,,PITTSBURGH,15212.0,450,78426,931,ASSUMED,2445,f,2019-07-15,2019-08-31,8,t,f,2019-08-31,RENOVATION,40.4836020796647,-80.048861018958,Brighton Heights
4041,PAA190495,RESIDENTIAL PROJECT,1117  MORRISON ST,PITTSBURGH,15212.0,450,78603,931,ASSUMED,1186,f,2019-07-18,2019-07-19,8,f,f,2019-07-19,RENOVATION,40.4598520497994,-80.0235586310783,California-Kirkbride
4042,PAA190496,RESIDENTIAL PROJECT,32  STRAUSS ST,PITTSBURGH,15214.0,850,78605,931,ASSUMED,804,f,2019-07-18,2019-07-19,8,t,f,2019-07-19,RENOVATION,40.4645404681712,-80.0197097706387,Perry South
4043,PAA190497,RESIDENTIAL PROJECT,34  STRAUSS ST,PITTSBURGH,15214.0,850,78606,931,ASSUMED,804,f,2019-07-18,2019-07-19,8,t,f,2019-07-19,RENOVATION,40.4645810058654,-80.0197147305082,Perry South
4044,PAA190498,RESIDENTIAL PROJECT,602  ROLLA ST,PITTSBURGH,15214.0,850,78608,931,ASSUMED,1004,f,2019-07-18,2019-07-19,8,t,f,2019-07-19,RENOVATION,40.4610531348088,-80.0148963029743,Perry South
4045,PAA190499,RESIDENTIAL PROJECT,604  ROLLA ST,PITTSBURGH,15214.0,850,78609,931,ASSUMED,994,f,2019-07-18,2019-07-19,8,t,f,2019-07-19,RENOVATION,40.4610147601325,-80.0149068851955,Perry South
4046,PAA190500,RESIDENTIAL PROJECT,1116  MORRISON ST,PITTSBURGH,15212.0,450,78604,931,ASSUMED,1313,f,2019-07-18,2019-07-19,8,t,f,2019-07-19,RENOVATION,40.4601347310561,-80.0236499649194,California-Kirkbride
4047,PAA190501,RESIDENTIAL PROJECT,1008  MORRISON ST,PITTSBURGH,15212.0,850,78610,931,ASSUMED,1078,f,2019-07-18,2019-07-19,8,t,f,2019-07-19,RENOVATION,40.460372143673,-80.022179114647,California-Kirkbride
4048,PAA190502,RESIDENTIAL PROJECT,1108  MORRISON ST,PITTSBURGH,15212.0,450,78607,931,ASSUMED,1260,f,2019-07-18,2019-07-19,8,t,f,2019-07-19,RENOVATION,40.4601848621385,-80.0234206736864,California-Kirkbride
4049,PAA190503,RESIDENTIAL PROJECT,1522  MARQUIS WAY,PITTSBURGH,15212.0,850,78611,931,ASSUMED,1214,f,2019-07-18,2109-07-19,8,t,f,2109-07-19,RENOVATION,40.4571433668627,-80.0175297977561,California-Kirkbride
4050,PAA190504,RESIDENTIAL PROJECT,1618  MONTEREY ST,PITTSBURGH,15212.0,850,78429,931,ASSUMED,954,f,2019-07-12,2019-07-13,8,t,f,2019-07-13,RENOVATION,40.4587783884675,-80.0139176097014,Central Northside
