permit_number,s_name,s_address,city,z_code,p_fee,c_number,contractor,permit_specifications,square_feet,is_the_building_occupied,i_date,e_date,achd_inspector,job_complete,is_permit_date_extended,permit_o_e_date,project_type,latitude,longitude
PAA200280,CITIZENS BANK PLEASANT HILLS - 50 OLD CLAIRTON ROAD,,PITTSBURGH,15236,1250,5605,908,"REMOVE DRYWALL JOINT COMPOUND ON FIRST FLOOR AND IN BASEMENT, FLOOR TILE, MASTIC, CERAMIC TILE AND VAPOR BARRIER ON FIRST FLOOR",4135,t,2020-06-12,2020-09-13,2,f,t,2020-06-27,RENOVATION,40.3490702937537,-79.9735542639648
PAA200281,"CITY OF PITTSBURGH, CITY COUNTY BUILDING",414 GRANT ST,PITTSBURGH,15219,850,4530,959,REMOVE FLOOR TILE FROM MEZZANINE LEVEL AND 9TH FLOOR OFFICE,4250,f,2020-06-15,2020-06-26,2,t,f,2020-06-26,RENOVATION,40.4381146583578,-79.9968595061029
PAA204284,VACANT RESIDENCE,245 W 8TH AVE,TARENTUM,15084,350,2450/2453,915,REMOVE DUCT WRAP IN WALLS,180,f,2020-06-12,2020-12-31,2,t,f,2020-12-31,DEMOLITION,40.6000561426828,-79.7627531283345
PAA204287,"THE VINCENTIAN MARIAN MANOR ""CONVENT""",2695 WINCHESTER RD,PITTSBURGH,15220,850,4984,911,REMOVE FLOOR TILE AND EXTEROIN TRANISTE PANELS ON OLD CONVENT AND TRANSITE FLUE FROM OLD CONVENT FIRST FLOOR HEATER ROOM/GARAGE,1950,f,2020-06-15,2020-06-30,2,t,f,2020-06-30,DEMOLITION,40.4086753282384,-80.0427152503399
PAA204288,VACANT RESIDENCE,1118  SOUTH AVE,WILKINSBURG,15221,350,2453,915,ALL MATERIAL TREATED AS ACM,1500,f,2020-06-03,2020-06-09,2,t,f,2020-06-09,DEMOLITION,40.4392882315826,-79.8777276451961
PAA204290,VACANT RESIDENCE,1862  NOBLE ST,SHARPSBURG,15215,200,33400,944,"REMOVE TAN WINDOW CAULKING FROM EXTERIOR OF LIVING ROOM, 1ST FLOOR WINDOW, 2ND FLOOR BEDROOM WINDOW, FLOOR TILE/MASTIC FROM ATTIC, WHITE WINDOW GLAZE FROM INTREOIOR OF ATTIC WINDOWS AND EXTERIOR ELECTRIC METER PUTTY",275,f,2020-06-16,2020-06-30,2,t,f,2020-06-30,DEMOLITION,40.4966314352458,-79.9191282067432
PAA204291,VACANT RESIDENCE,1854  NOBLE ST,SHARPSBURG,15215,450,33401,944,"REMOVE CRAY DRYWALL WITH WHITE TEXTURE PAINT FROM OUTSIDE WALL STAIREWLL, EXTERIOR ELECTRIC METER PUTTY AND CAULKING ON EXTERIOR ELECTRICAL SERVICE ENTRY",302,f,2020-06-16,2020-06-30,2,t,f,2020-06-30,DEMOLITION,40.4966597921466,-79.9193877272328
PAA204292,VACANT RESIDENCE,1858  NOBLE ST,SHARPSBURG,15215,850,33402,944,ALL MATERIAL TREATED AS ACM,1200,f,2020-06-16,2020-07-24,2,t,t,2020-06-30,DEMOLITION,40.4966644260455,-79.9193019196042
PAA204293,SCAIFE HALL,3550 TERRACE ST,PITTSBURGH,15261,200,5607,908,"REMOVE EXTERIOR WINDOW, DUCT & EXPANSION JOINT CAULKING",100,t,2020-06-17,2020-10-31,2,f,f,2020-08-17,DEMOLITION,40.4425805203367,-79.9617920984077
PAA204294,VACANT RESIDENCE,7513  COLUMBIA AVE,PITTSBURGH,15235,350,20574,902,ALL MATERIAL TREATED AS ACM,1232,f,2020-06-09,2020-10-30,2,t,f,2020-10-30,DEMOLITION,40.4657821523063,-79.8889271331442
PAA200295,COMMMERCIAL SPACE,610  SMITHFIELD ST,PITTSBURGH,15222,450,20575,902,REMOVE SECOND FLOOR PIPE INSULATION AND 1ST FLOOR TILE AND MASTIC,746,t,2020-06-17,2020-09-25,2,f,f,2020-09-25,RENOVATION,40.4416374737521,-79.9972724947319
PAA204296,VACANT RESIDENCE,2509  HARRISON ST,MCKEESPORT,15132,350,1426,941,ALL MATERIAL TREATED AS ACM,1000,f,2020-06-15,2020-06-28,2,t,f,2020-06-28,DEMOLITION,40.3355130785593,-79.8336146359731
PAA204297,VACANT RESIDENCE,844 GRANT AVE,DUQUESNE,15110,850,2456,915,REMOVE PILE OF DEBRIS,1000,f,2020-06-03,2020-06-09,2,t,f,2020-06-09,DEMOLITION,40.3717040157854,-79.8540104908713
PAA200308,RESIDENCE,3852  CHARTIERS AVE,PITTSBURGH,15204,1250,20556,902,REMOVE SHINGLES FROM MAIN AND GARAGE ROOFS,2554,t,2020-06-12,2020-09-04,2,t,f,2020-09-04,RENOVATION,40.4589481773264,-80.0768427639289
PAA200299,PASSAVANT HOSPITAL - 9100 BABCOKC BOULEVARD,,PITTSBURGH,15237,850,1075,940,"REMOVE DUCT INUSLATION AND MORTAR FROM BOILERS 1, 2 & 3, MUD DRUMS FROM BOILERS 1 & 2, AND BOILER ROOM PIPE INSULATION AND FITTINGS",1900,t,2020-06-18,2020-12-30,2,t,f,2020-12-30,RENOVATION,40.5299208501615,-80.0427753295726
UND200067,CITIZENS BANK,4761  ROUTE 8,HAMPTON,15101,0,0,941,REMOVE FLOOR TLE AND MASTIC FROM ATM ROOM,70,f,2020-06-27,2020-07-13,2,f,f,2020-07-13,RENOVATION,40.5955447376108,-79.9481738331821
DEM200067,CLIFF MINE STATION,210  CLIFF MINE RD,CORAOPOLIS,15108,0,0,0,BLOCK BUILDIG WILL BE DEMOLISHED WITH AN EXCAVATOR.  DEBRIS WILL BE LOADED INTO A DUMP TRUCK AND HAULED TO A LANDFILL,150,f,2020-06-16,2020-06-17,2,f,f,2020-06-17,DEMOLITION,40.4454456239302,-80.18874863513
DEM200068,VACANT RESIDENCE,1848  NOBLE ST,SHARPSBURG,15215,0,0,944,REMOVE EXTERIOR GRAY CAULKING ON ELECTRICAL SERVICE ENTRANCE,1,f,2020-06-16,2020-07-30,2,f,f,2020-07-30,DEMOLITION,40.4966566611827,-79.9196865232725
DEM200072,VACANT RESIDENCE,573  BLESSING ST,PITTSBURGH,15213,0,0,915,"RAZE BUILDING REMOVE ALL TRASH & DEBRIS CLEAN AND BACKFILL VOID LEVEL LOT WITH CONTOUR OF STREET, SEED AND STRAW.",850,f,2020-06-25,2020-12-31,2,f,f,2020-12-31,DEMOLITION,40.4568819928868,-79.9563701946884
PAA204283,VACANT RESIDENCE,304 W 8TH AVE,TARENTUM,15084,350,240,915,"REMOVE FLOOR TILE FROM SUN ROOM/STORAGE ROOM, SECOND FLOOR KITCHEN UNDERCOATING, PORCH ROOF TAR AND DOOR CAULKING",255,f,2020-06-12,2020-12-31,2,t,f,2020-12-31,DEMOLITION,40.5999651588325,-79.7635331498161
PAA204301,VACANT RESIDENCE,1537  NEW ENGLAND RD,WEST MIFFLIN,15122,350,91495,920,ALL MATERIAL ASSUMED TO BE ACM,550,f,2020-06-15,2020-06-20,2,f,f,2020-06-20,DEMOLITION,40.3240522405491,-79.9069290919907
PAA200298,SOUTH ALLEGHENY MIDDLE/HIGH SCHOOL,2743 WASHINGTON BLVD,LIBERTY,15133,1250,480,916,REMOVE FLOOR TILE IN OFFICES,3900,f,2020-06-19,2020-10-31,2,t,f,2020-10-31,RENOVATION,40.3238249073984,-79.8679836488891
DEM200071,OFFICE BUILDING,6315  PENN AVE,PITTSBURGH,15206,0,0,908,DEMOLITION OF OFFICE BUILDING,0,f,2020-06-29,2020-07-31,12,f,f,2020-07-31,DEMOLITION,40.4598144390844,-79.9204072108115
PAA200314,WOODLAND HILLS HIGH SCHOOL - 2550 GREENSBURG PIKE,,PITTSBURGH,15218,200,4994,911,REMOVE WINDOW GLAZING ON 1ST AND 2ND FLOORS,323,t,2020-06-15,2020-12-21,2,f,f,2020-12-21,RENOVATION,40.4243410616836,-79.9049316371889
PAA204318,CHRISTIAN FELLOWSHIP CENTER CHURCH,3128  MCCLURE AVE,PITTSBURGH,15212,850,9161,920,ASSUME ALL MATERIAL IS ACM,1800,f,2020-06-15,2020-06-30,2,t,f,2020-06-30,DEMOLITION,40.472178248477,-80.0364971547254
PAA204302,RESURRECTION SCHOOL BUILDING,1100  CREEDMOOR AVE,PITTSBURGH,15226,1850,20592,902,"REMOVE FLOOR TILE FROM BUILDING 2, FLOOR TILE/MASTIC & ACOUSTICAL CEILING FROM ANNEX BUILDING, BOILER & TANK BREACHING FROM BOILER RM AND PIPE FITTING INSULATION FROM BUILDING 2, ANNEX, BOILER RM, AND VARIOUS SPACES AROUND BOILER RM, GYM & 1ST & 2ND FLOOR",29152,f,2020-06-19,2020-10-30,2,t,f,2020-10-30,DEMOLITION,40.3907454176777,-80.0148978875975
PAA200303,BISHOP CANEVIN HIGH SCHOOL,2700 MORANGE RD,PENNSBURY VILLAGE,15205,200,20590,902,"REMOVE WINDOW GLAZING & CAULKING FROM FORMER HOME ECONOMICES AREA, ADJACENT OFFICE & GIRL'S ROOM AND FLOOR TILE FROM FORMER HOME ECONOMICS AREA",225,t,2020-06-19,2020-10-30,2,t,f,2020-10-30,RENOVATION,40.4231513699913,-80.0709767233165
PAA204304,SAINT PHILIP CONVENT BUILDING - 20 WEST CRAFTON AVENUE,,PITTSBURGH,15205,1550,20591,902,"REMOVE FLOOR TILE/MASTIC THROUGHOUT, LINOLEUM FROM KITCHEN & OFFICE ENTRANCE, HEAT SHIELD FROM BASEMENT AND EXTERIOR WINDOW CAULKING",7805,f,2020-06-19,2020-10-30,2,t,f,2020-10-30,DEMOLITION,40.4532037252597,-80.0923028397073
PAA204307,BAIERL CAR WASH BUILDING,10430 PERRY HWY,BRADFORD WOODS,15090,1250,20593,902,REMOVE ROOFING,3225,f,2020-06-19,2020-10-30,2,t,f,2020-10-30,DEMOLITION,40.6067207778106,-80.0505872928896
PAA204320,FORMER OVERLOOK LODGE,1131  JAMES ST,MONROEVILLE,15146,850,20615,902,REMOVE ASBESTOS CONTAINING DEBRIS FROM ENTIRE BUILDING,2960,f,2020-06-22,2020-09-25,2,t,f,2020-09-25,DEMOLITION,40.4188847216733,-79.8131976860717
PAA200322,GULF TOWER,707  GRANT ST,PITTSBURGH,15219,450,20613,902,REMOVE TANK AND PIPE INSULATION RELATED TO UPPER & LOWER TANKS IN BASEMENT,390,t,2020-06-29,2020-10-30,2,f,f,2020-10-30,RENOVATION,40.4425865935344,-79.9952311155013
PAA200300,LOHR BUILDING,725 WOOD ST,WILKINSBURG,15221,450,1427,941,REMOVE FLOOR TILE FROM 1ST FLOOR PAWN SHOP AREA,900,f,2020-06-22,2020-07-18,2,t,f,2020-07-18,RENOVATION,40.4419834840607,-79.8858555922424
PAA200305,HIGHLANDS HIGH SCHJOOL,1500 PACIFIC AVE,FAWN,15065,1250,1428,941,REMOVE RUBBER FLOOR AND MASTIC FROM RAMPS,4000,f,2020-06-27,2020-07-13,2,t,f,2020-07-13,RENOVATION,40.6177657111431,-79.7275270144519
PAA200321,CALGON CARBON CORP - NEVILLE WEST WAREHOUSE,4301  GRAND AVE,NEVILLE,15225,450,20614,902,REMOVE TRANSITE FROM OLD TRAILER WALLS & CEILINGS AND FLOOR TILE/MASTIC FROM OLD STORAGE TRAILER,648,t,2020-06-29,2020-10-30,2,t,f,2020-10-30,RENOVATION,40.508324711355,-80.1212317928128
PAA200306,CARLOW UNIVERSITY CURRAN HALL,3333  5TH AVE,PITTSBURGH,15213,850,1076,940,REMOVE FLOOR TILE/MASTIC ON LEVEL 2 ROOM AND SPRAY ON FROM LEVEL2 ROOM & HALL,1850,t,2020-06-22,2020-07-19,2,t,f,2020-07-19,RENOVATION,40.4392965271551,-79.9634127984317
PAA200311,1243 MAYVIEW ROAD,,UPPER ST CLAIR,15241,850,1429,941,REMOVE TRANSITE CEILING FROM SHOP AREA AND TANK INSULATION FROM GARAGE,1500,f,2020-06-29,2020-07-18,2,t,f,2020-07-18,RENOVATION,40.3193019119645,-80.1150851157134
PAA200310,CMU BAKER HALL SUITE 132,5000 FORBES AVE,PITTSBURGH,15213,450,1847,901,RMEOVE PIP INSULATION & FITTINGS AND FLOOR TILE & MASTIC,607,t,2020-06-23,2020-09-07,2,t,f,2020-09-07,RENOVATION,40.4442129846549,-79.94339909741
DEM200069,WINNIE VENTURE CAPITAL,701  HAZELWOOD AVE,PITTSBURGH,15217,0,0,935,REMOVE FLOOR TILE ON MAIN FLOOR AND TAR FROM SIDE OF ROOF,88,f,2020-06-22,2020-07-30,12,f,f,2020-07-30,DEMOLITION,40.4200152224448,-79.932859111743
PAA204313,CLUB ONE,6325  PENN AVE,PITTSBURGH,15206,450,5611,908,REMOVE FLOOR TILE AND MASTIC IN ELECTRICAL ROOM AND ROOF PARAPET TAR,877,f,2020-06-29,2020-07-10,2,t,f,2020-07-10,DEMOLITION,40.4595425975729,-79.919778722912
PAA204316,VACANT RESIDENCE,1015  OAKLAND AVE,PORT VUE,15133,350,3174,955,"REMOVE INSULATION PAPER IN BASEMENT, FLOOR TILE IN BASEMENT AND FRONT ENTRY AND FLOOR TILE/MASTIC FROM KITCHEN",750,f,2020-06-28,2020-08-12,2,f,f,2020-08-12,DEMOLITION,40.3411731578297,-79.8775156107328
PAA204317,VACANT RESIDENTIAL,824  ROMINE AVE,PORT VUE,15133,350,3174,955,REMOVE BASEMENT LAUNDRY FLOOR TILE,400,f,2020-06-26,2020-07-15,2,f,f,2020-07-15,DEMOLITION,40.3465843037488,-79.8727780683007
PAA200319,WEST PENN HOSPITAL EAST TOWER,4800 FRIENDSHIP AVE,PITTSBURGH,15224,200,47995,903,REMOVE 4TH FLOOR FLOOR TILE AND MASTIC,190,t,2020-07-01,2020-12-30,2,t,f,2020-12-30,RENOVATION,40.4621317678598,-79.9462630434165
PAA204327,VACANT RESIDENCE,2411  BETHEL CHURCH RD,BETHEL PARK,15102,850,14522,912,"REMOVE VAT & MASTIC FROM VARIOUS LOCATIONS, LINOLEUM IN KITCHEN, EXTERIOR WINDOWS, DOORS, & VACADE ADDITION, MASTIC FROM KITCHEN SINK, AND BOILER INTERNALS",1420,f,2020-07-01,2020-12-30,2,t,f,2020-12-30,DEMOLITION,40.344797694641,-80.0294514853504
PAA200328,BETTIS ATOMIC POWER LAB NORTH GATEHOUSE,814 PITTSBURGH MCKEESPORT BLVD,WEST MIFFLIN,15122,450,2027945,940,"REMOVE INTERIOR FLOOR TILE AND MASTIC, SOUTH WALL WINDOW CAULKING, INTERIOR ELECTRICAL WIRE JACKETS AND INTERIOR ARC CHUTES",450,f,2020-07-09,2021-07-08,2,t,f,2021-07-08,RENOVATION,40.3572354645406,-79.8991410934409
PAA200329,PITTSBURGH THEOLOGICAL SEMINARY,738 N HIGHLAND AVE,PITTSBURGH,15206,200,7785,938,REMOVE BOILER TANK INSULATION AND PIPE ELBOW IN BASEMENT AND COVE BASE IN UTILITY CLOSET,210,t,2020-06-29,2021-06-29,2,t,f,2021-06-29,RENOVATION,40.4691960308943,-79.9209500544844
PAA204312,PERRY SHOPS,7910  PERRY HWY,PITTSBURGH,15237,1850,1739,926,"REMOVE HAIR STUDIO FLOORING, DRY CLEANER/DANCE STUDIO VAT MASTIC, WINE/SPIRITS ELECTRIC RM TRANSITE/VAT/MASTIC, TRANSITE PANEL FROM BASEMENT CEILING IN WINE /SPIRIT AND EXTERIOR FAÇADE/SOFFIT, TRANSITE PIPE FROM DANCE STUDIO BASEMENT & VIBRATION DAMPER",21740,f,2020-06-26,2020-07-26,2,t,f,2020-07-26,DEMOLITION,40.5521949851551,-80.0377284588411
UND200069,CARMALT PREK-5 - 155 BREINING STREET,,PITTSBURGH,15234,0,0,938,"REMOVE EXTERIOR WINDOW GLAZE AND CAULKING FROM ROOMS 130, 131, 132, 103, 104A, & 105",9,t,2020-06-27,2021-06-27,2,f,f,2021-06-27,RENOVATION,40.3752463685398,-80.0059263919322
DEM200083,FORMER AUTO SALES/CAR WASH,1523  BANKSVILLE RD,PITTSBURGH,15216,0,0,0,DEMOLISH EXISTING BUILDING ON THE PROPERTY,0,f,2020-07-06,2020-07-10,3,f,f,2020-07-10,DEMOLITION,40.4121348955745,-80.0306384248991
DEM200073,LA FITNESS,3000  OXFORD DR,BETHEL PARK,15102,0,0,950,DEMOLISH BUILDING AND GRADE LOT,0,f,2020-06-25,2020-07-30,3,f,f,2020-07-30,DEMOLITION,40.3452720392982,-80.047128483315
DEM200075,VACANT RESIDENCE,1804  STEGMAN ST,PORT VUE,15133,0,0,950,DOMOLISH STRUCTURE USING WATER TO KEEP DUST DOWN ALL DEBRIS WILL BE TAKEN TO A CERTIFIED LANDFILL,1500,f,2020-06-23,2020-06-30,3,f,f,2020-06-30,DEMOLITION,40.3312347014196,-79.8663277240449
DEM200070,VACANT WAREHOUSE,1704 W CARSON ST,PITTSBURGH,15219,0,0,920,DEMOLISH STRUCTURE AND GRADE LOT,1600,f,2020-05-26,2020-06-10,12,f,f,2020-06-10,DEMOLITION,40.4431881143594,-80.0250429409129
RES200031,RESIDENCE,526 SCAIFE RD,SEWICKLEY,15143,0,0,902,REMOVE 1S FLOOR PIPE & FITTING INSULATIONNEAR KITCHEN,4,t,2020-06-01,2020-06-02,12,f,f,2020-06-02,RENOVATION,40.5529624963542,-80.1382989630908
RES200038,RESIDENCE,1426  PUEBLO DR,MT LEBANON,15228,0,0,902,REMOVE BASEMENT FLOOR TILE,720,t,2020-07-12,2020-10-30,12,f,f,2020-10-30,RENOVATION,40.3585773952411,-80.0469872887506
PAA204315,FORMER GALVANIZING METAL PLANT,2901  GRAND AVE,NEVILLE,15225,1250,38448,937,REMOVE VARIOUS MATERIALS FROM VARIOUS LOCATIONS IN BUILDING #5,10000,f,2020-07-08,2021-06-20,2,f,f,2021-06-20,DEMOLITION,40.5036886876356,-80.1038507171632
PAA204346,FAMILY HOUSE,233  MCKEE PL,PITTSBURGH,15213,850,5630,908,REMOVE BASEMENT LAUNDRY AREA FLOOR TILE AND MASTIC,1000,f,2020-07-15,2020-07-31,2,t,f,2020-07-31,DEMOLITION,40.4391845662047,-79.9582610125921
PAA200323,COMMERCIAL BUILDING,3735  SAXONBURG BLVD,PITTSBURGH,15238,1250,20612,902,"REMOVE CHIMNEY BREECHING AND PIPE INSULATION FROM BOILER ROOM, FLOOR TILE & MASTIC FROM LEFT BASEMENT OFFICE & RECEPTION AND FLOOR TILE FROM 1ST & 2ND FLOORS AROUND NEW ELEVATOR",2315,t,2020-06-26,2020-12-31,2,t,t,2020-10-30,RENOVATION,40.5786414283539,-79.8869051915678
PAA204309,FORMER BJ EQUIPMENT & WAREHOUSE,1255 MAPLE STREET EXT,CORAOPOLIS,15108,450,38419,937,REMOVE CORUGATED TRANSITE PANELS FROM ROOF OF MASONARY BRIDGE,900,f,2020-06-28,2020-08-23,2,t,f,2020-08-23,DEMOLITION,40.5015290954939,-80.1746574445453
PAA200334,PITTSBURGH MINADEO PRE K-5,6502 LILAC ST,PITTSBURGH,15217,200,15450,911,"REMOVE PIPE FITTINGS THROUGHOUT LOWER LEVEL AND HE SHIELD ON UNIT VENTS ROOMS (106, 110, 111, 112, 113, 116, 117, 119 & 132",343,f,2020-06-29,2020-08-10,2,t,f,2020-08-10,RENOVATION,40.4234265447863,-79.9257203177536
PAA204326,RESIDENCE/STORE FRONT,301  WALTERS WAY,TARENTUM,15084,350,2460,915,"REMOVE TAR & PAINT FROM BUILT UP ROOF, FLOOR TILE FROM STORE FRONT FLOOR, DOOR & WINDOW CAULKING & BASEMENT DUCTWRAP",1430,f,2020-07-01,2020-12-31,2,t,f,2020-12-31,DEMOLITION,40.6002056951687,-79.763610951074
PAA204324,VACANT RESIDENCE,243 W 8TH AVE,TARENTUM,15084,350,2460,915,"REMOVE TAR ON INSULATED BRICK FROM HOUSE EXTERIOR, DUCK WRAP IN BASEMENT, LINOLEUM IN 2ND FLOOR BATHROOM AND WINDO AND DOOR CAULKING",2612,f,2020-07-02,2020-12-21,2,t,f,2020-12-21,DEMOLITION,40.6000922771698,-79.7626962212064
PAA204325,VACANT RESIDENCE,360 W 8TH AVE,TARENTUM,15084,350,2460,915,REMOVE DUCT WRAP IN WALLS,200,f,2020-07-02,2020-12-31,2,t,f,2020-12-31,DEMOLITION,40.5990262949884,-79.7653406875548
PAA200331,PITTSBURGH ATHLETIC ASSOCIATION,4215  5TH AVE,PITTSBURGH,15213,450,1858,901,REMOVE EXTERIOR PIPE INSULATION FROM 1ST & 2ND FLOOR CHASE WALLS,628,f,2020-07-03,2020-12-31,2,f,f,2020-12-31,RENOVATION,40.4449467946505,-79.9545910766386
PAA204336,VACANT RESIDENCE,784  BEACON RD,CRAFTON,15205,350,MO-19-110220952,963,"REMOVE PLASTER WALLS, WINDOW GLAZING & GASKET & INSULATION DEBRIS",3046,f,2020-07-03,2020-08-27,2,t,f,2020-08-27,N,40.4447212296533,-80.1166488934745
PAA204337,VACANT RESIDENCE,5244  STEUBENVILLE PIKE,CRAFTON,15205,350,MO-19-110220953,963,REMOVE PLASTER FROM WALLS & CEILINGS AND VINDOW GLAZING,7525,f,2020-07-03,2020-08-27,2,t,f,2020-08-27,DEMOLITION,40.450309458576,-80.1176062876119
PAA204338,VACANT RESIDENCE - 1169 MOON RUN ROAD,,CRAFTON,15205,350,MO-19-110220954,963,BUILDING TO BE DEMOLISHED AND HAULED OUT AS FRIABLE ACM,1100,f,2020-07-03,2020-08-27,2,t,f,2020-08-27,DEMOLITION,40.424786687618,-80.0843546292375
PAA200330,COMMONWEALTH BUILDING - 316 FOURTH AVENUE,,PITTSBURGH,15222,450,4727,905,"REMOVE PLASTER ON BRICK FROM 1ST, 7TH, 17TH 18TH FLOORS AND MEZZANINE",500,t,2020-07-06,2021-06-30,2,t,f,2021-06-30,RENOVATION,40.4411838658094,-80.0098168150497
PAA200333,ARCHANGEL GABRIEL KENNEDY CAMPUS - 343 FOREST GROVE ROAD,,MCKEES ROCKS,15136,450,4728,905,REMOVE EDUCATION OFFICE FLOOR TILE,850,t,2020-07-06,2021-06-30,2,t,f,2021-06-30,RENOVATION,40.4698812284818,-80.0788017031502
PAA200339,PITTSBURGH FIRE BUREAU STATION 8 - 149 N EUCLID AVE,,PITTSBURGH,15206,1850,5623,908,REMOVE TAAFPITCH AND FLASHING FROM ROOF,10600,t,2020-07-07,2020-08-31,2,f,f,2020-08-31,RENOVATION,40.4635841004999,-79.9368308315355
PAA200343,THE SALVATION ARMY PITTSBURGH ARC,44 S 9TH ST,PITTSBURGH,15203,1850,20651,902,"REMOVE FLOOR TILE, MASTIC AND BLACK PIPE INSULATION IN VARIOUS LOCATION THROUGHOUT BUILDING",20813,t,2020-07-10,2021-07-09,2,f,f,2021-07-09,RENOVATION,40.4292217216403,-79.9904831031955
PAA200340,ROADHOUSE BUILDING - 4165 BLAIR ST,,PITTSBURGH,15207,1550,33419,944,REMOVE PAPER TAR ROOFING MATERIA FROM ROOM #1,7000,f,2020-07-13,2020-09-30,2,f,f,2020-09-30,RENOVATION,40.425361670186,-79.9517565756491
PAA200342,STANDARD FORGE PRODUCTS,75 NICHOL AVE,MCKEES ROCKS,15136,450,1431,941,REMOVE ROOF FELT FROM U1 BAY ROOF,675,t,2020-07-13,2020-08-30,2,t,f,2020-08-30,RENOVATION,40.476458693138,-80.0607623836998
PAA204344,FORMER GLAVANIZING METAL PLANT WAREHOUSE,2901  GRAND AVE,NEVILLE,15225,450,38448,937,REMOVE PIPE INSULATION AND MUDDED FITTINGS THROUGHOUT WAREHOUSE,550,f,2020-07-14,2021-06-21,2,t,f,2021-06-21,DEMOLITION,40.5036886876356,-80.1038507171632
PAA200332,LEMINGTON SENIOR DEVELOPMENT,1625  LINCOLN AVE,PITTSBURGH,15206,1850,827,964,REMOVE FLOOR TILE FROM BASEMENT THROUGH 4TH FLOOR AND VINYL SHEETING/MASTING FROM 1ST THROUGH 4TH FLOORS,62885,f,2020-07-08,2021-07-08,2,t,f,2021-07-08,RENOVATION,40.4720834352086,-79.8931247679067
RES200037,RESIDENCE,958  MCCOY RD,MCKEES ROCKS,15136,0,0,941,REMOVE BASEMENT FLOOR TILE,435,t,2020-06-26,2020-06-26,2,f,f,2020-06-26,RENOVATION,40.4807084050617,-80.0901060088607
DEM200084,FORMER MARINA,1  RIVER RD,OHARA,15238,0,0,0,DEMOLISH ENITRE STRUCTURE,150,f,2020-07-13,2020-08-13,3,f,f,2020-08-13,DEMOLITION,40.4983945212462,-79.8521365389098
DEM200085,PA TURNPIKE 403 BRIDGE STATE ROUTE 76,,MARSHALL,15086,0,0,0,DEMOLISH ENTIRE STRUCTURE,150,f,2020-06-29,2021-05-31,3,f,f,2021-05-31,DEMOLITION,40.673160072034,-80.118491391344
DEM200086,ATTAHEED ISLAMIC CENTER,338 E MAIN ST,CARNEGIE,15106,0,0,0,PARTIAL DEMOLITION AND BACKFILL OF EXISTING STRUCTURE,150,f,2020-07-02,2020-09-18,3,f,f,2020-09-18,DEMOLITION,40.4094124821277,-80.0831356622047
PAA200345,,610  SMITHFIELD ST,PITTSBURGH,15222,200,20656,902,REMOVE BASEMENT PIPE INSULATION,40,t,2020-07-06,2020-09-25,2,f,f,2020-09-25,RENOVATION,40.4416374737521,-79.9972724947319
PAA200335,RICHARD J HYDE ELEMENTARY SCHOOL,110 WALLRIDGE DR,MOON,15108,1250,20635,902,"REMOVE TRANSITE SOFFIT ON EXTERIOR ABOVE WINDOWS, INTERIOR WINDOW GLAZING, AND TRANSITE WINDOW PANELS BELOW GLASS OF WINDOWS",2484,t,2020-07-08,2021-07-07,2,f,f,2020-10-02,RENOVATION,40.5235652677138,-80.197021250801
PAA204341,GRANDVIEW SQUARE,325 E 10TH AVE,TARENTUM,15084,450,1866,901,"REMOVE PLASTER FROM 1ST FLOOR LIVING ROOM, WHITE INSULATION FROM 2ND FLOOR FUSE BOX AND WINDOW GLASINZ FROM NORTH SIDE GARAGE",534,f,2020-07-13,2021-07-13,2,t,f,2021-07-13,DEMOLITION,40.6058024778309,-79.7555010816999
PAA204194,FORMER CRIVELLI PROFESSIONAL BUILDING,845  4TH AVE,CORAOPOLIS,15108,1850,38123/41392,937,"REMOVE FLOOR TILE FROM GROUND & 1ST FLOOR, AIR CELL PIPE ISNULATION IN BOILER ROOM & THROUGHOUT, GREY MUD FITTINGS FROM BOILER PIPES THROUGHOUT AND EXTERIOR TRANSITE SIDING",11100,f,2020-07-08,2021-06-10,2,t,f,2021-06-10,DEMOLITION,40.5202573916529,-80.1678717894989
PAA200347,CMU NEVILLE CO-OP STUDENT HOUSING APARTMEMTS,617 N NEVILLE ST,PITTSBURGH,15213,450,1879,901,"REMOVE BASEMENT PIPE INSULATION, FITTINGS AND TRANSITE PANELS",457,t,2020-07-20,2021-07-20,2,t,f,2021-07-20,RENOVATION,40.4474904335472,-79.9471857444835
PAA200349,MERCY NEALTH CENTER,1515  LOCUST ST,PITTSBURGH,15219,200,1078,940,REMOVE JOINT COMPOUND FROM 1ST FLOOR PHARMACY & ADJACENT OFFICE,50,t,2020-07-09,2020-07-17,2,t,f,2020-07-17,RENOVATION,40.4369491062699,-79.9846308885992
PAA204351,5233-5235 WICKLIFF STREET,5233  WICKLIFF ST,PITTSBURGH,15201,350,9798,961,EXTENSIVE FIRE DAMAGE  - ALL MATERIAL IS BEING TREATED AS ACM,1500,f,2020-07-08,2020-07-18,2,t,f,2020-07-18,DEMOLITION,40.478710262351,-79.9500478198836
UND200071,RESIDENCE,1002  KIRKBRIDE ST,PITTSBURGH,15212,0,0,931,REMOVE EXTERIOR CAULKING FROM DOORS AND WINDOWS,50,f,2020-07-17,2021-07-17,2,f,f,2021-07-17,RENOVATION,40.4596867471842,-80.0217536741235
